mayorid,regionid.ch,city_id,city_id_year,year.x,cancel.year,prior.treat.cities.region,treatment.group,ur.totals,vote.totals,ur.voteshare,turnout,intercept.ns,nonstandard.coef,intercept.turnout,PositionCity,city_id.y,year.y,regionid,naive_counter,dumamargin,cancel,margin,margin.most.recent,naive_counter2,naive_counter3,dem,growth_1,pressfreedom,regelect_margin,regmarginXmargin,regmarginXmarginextended,URshare,UR_majority,gov_good,twoyrdum1,twoyrdum2,twoyrdum3,twoyrdum4,twoyrdum5,twoyrdum6,twoyrdum7,poppopprop,criminalpast,civsoc91,kprf99,education,pctRussian2002_new,lnAvgSalary,marginXdem,govgoodXmargin,opp_mayor1,introduce,mayorbefore,cancel_withouttwo,resource_grp,unempchg_1,unemployrate,diff_unemp,AvgSalary_demeaned_chg,marginXoppmayor,marginXmayorbefore,marginXduma,treat.group.07,treat.group.08,treat.group.11,treat.group.12,posttreat.07,posttreat.08,posttreat.11,posttreat.12,presidential,urgov,comp.scale2,comp.scale03_18,xconst.lag,pensioners.per.1000,ethnic.categorical,putin.app.3mo,govemploy.by.pop,mayor.cancel.year,elections.kept,elections.canceled,treat.appoint.newmayor,treat.appoint.oldmayor,mayor.start.year,mayor.tenure
511,33,165,165_2003,2003,NA,0,0,24484,74794,0.327352461,0.321489152,0.1769,0.1648,0.0016,Jelektrostal',165,2003,10,11,0.177491769,0,0.016499996,0.016499996,121,1331,31,104.9000015,somewhat free,NA,NA,NA,NA,NA,0.51,0,0,1,0,0,0,0,0.02210154,0,3,19.60000038,24.79999924,0.909983873,8.322151184,0.511499882,0.008414998,NA,NA,1,0,0.285714298,-1.199999809,1.108770967,-0.474710107,-608.3417969,NA,0.016499996,0.002928613,0,0,0,0,0,0,0,0,0,1,1.174284371,0.21411223,5,266.1,Non-ethnic,0.76,6.64346119,0,1,0,0,0,2003,0
510,33,165,165_2004,2004,NA,0,0,55234,79054,0.698686973,0.742154578,0.3971,0.4695,-0.0261,Jelektrostal',165,2004,10,1,NA,0,0.246599972,0.246599972,1,1,31,112.1999969,somewhat free,NA,NA,NA,NA,NA,0.51,0,0,1,0,0,0,0,0.022095244,0,3,19.60000038,24.20000076,0.909983873,8.487558365,7.644598961,0.125765979,1,NA,0,0,0.285714298,0,1.247485399,0.138714433,-392.9462891,0.246599972,0,NA,0,0,0,0,0,0,0,0,1,1,-1.872080245,-0.309802002,5,266.1,Non-ethnic,0.82,6.64346119,0,1,0,0,0,2004,0
509,33,165,165_2007,2007,NA,1,0,47835,82462,0.580085373,1.161863609,0.3274,0.7503,-0.3472,Jelektrostal',165,2007,10,2,0.472370446,0,0.47419998,0.47419998,4,8,24,108.6999969,somewhat free,0.286675602,0.135941565,0.064463487,0.176470593,0,0.58,0,0,0,0,1,0,0,0.021889644,0,3,19.60000038,28,0.909983873,9.167954445,11.38079929,0.275035977,1,NA,0,0,0.4,-0.299999952,0.668773293,-0.124474406,-799.5732422,0.47419998,0,0.223998055,0,0,0,0,1,0,0,0,0,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.82,8.3586657,0,1,0,0,0,2007,0
509,33,165,165_2008,2008,NA,1,0,62846,90888,0.69146642,1.108451354,0.4588,0.3227,-0.2868,Jelektrostal',165,2008,10,3,0.472370446,0,0.47419998,0.47419998,9,27,24,110.5,somewhat not free,0.286675602,0.135941565,0.064463487,0.176470593,0,0.455,0,0,0,0,1,0,0,0.021863747,0,3,19.60000038,33.40000153,0.909983873,9.382611275,11.38079929,0.215760991,1,NA,0,0,0.3,-1,1.193535686,0.524762392,-1466.385742,0.47419998,0,0.223998055,0,0,0,0,1,1,0,0,1,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.86,8.3586657,0,1,0,0,0,2007,1
509,33,165,165_2011,2011,NA,2,0,18835,68462,0.275116123,0.471861893,0.1289,0.3242,-0.0956,Jelektrostal',165,2011,10,6,0.016000001,0,0.359399974,0.359399974,36,216,24,NA,not free,-0.002739131,-0.000984444,-0.000353809,0.720000029,1,0.233502538,0,0,0,0,0,0,1,0.023126839,0,3,19.60000038,35.59999847,0.909983873,10.18892956,8.625598907,0.083920807,0,NA,0,0,0.2,-1.600000143,0.917583048,-0.125234425,36.96875,0,0,0.0057504,0,0,0,0,1,1,1,0,0,1,-0.042181026,0.058784074,4,261,Non-ethnic,0.67,8.303097652,0,1,0,0,0,2007,4
509,33,165,165_2012,2012,NA,3,0,46308,85725,0.540192476,0.798978297,0.3192,0.3415,-0.1557,Jelektrostal',165,2012,10,7,0.016000001,0,0.359399974,0.359399974,49,343,24,NA,not free,-0.002739131,-0.000984444,-0.000353809,0.720000029,1,NA,0,0,0,0,0,0,1,0.023126839,0,3,19.60000038,35.59999847,0.909983873,10.33328724,8.625598907,NA,0,NA,0,0,NA,NA,0.848145485,-0.069437563,417.2148438,0,0,0.0057504,0,0,0,0,1,1,1,1,1,1,1.267104512,0.216022003,4,261,Non-ethnic,0.64,8.303097652,0,1,0,0,0,2007,5
530,33,173,173_2003,2003,NA,0,1,6384,18913,0.337545604,0.378292027,0.1849,0.2088,-0.0231,Reutov,173,2003,10,7,0.181691289,0,NA,0.0907,49,343,31,104.9000015,somewhat free,NA,NA,NA,NA,NA,0.51,0,0,1,0,0,0,0,0.011798567,0,3,19.60000038,24.79999924,0.909983873,8.617581367,NA,NA,NA,NA,1,0,0.285714298,-1.199999809,0.572160363,0.097081363,92.65820313,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1.174284371,0.21411223,5,266.1,Non-ethnic,0.76,6.64346119,0,1,0,0,0,2003,0
530,33,173,173_2004,2004,NA,0,1,23830,34317,0.694408019,0.783523687,0.3953,0.4354,-0.0525,Reutov,173,2004,10,8,0.181691289,0,NA,NA,64,512,31,112.1999969,somewhat free,NA,NA,NA,NA,NA,0.51,0,0,1,0,0,0,0,0.011938073,0,3,19.60000038,24.20000076,0.909983873,8.819960594,NA,NA,NA,NA,1,0,0.285714298,0,0.517172515,-0.054987848,107.0537109,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,-1.872080245,-0.309802002,5,266.1,Non-ethnic,0.82,6.64346119,0,1,0,0,0,2003,1
530,33,173,173_2007,2007,NA,1,1,26356,41845,0.629848249,0.739244183,0.3798,0.5082,-0.0726,Reutov,173,2007,10,11,0.485873818,0,0.656599998,0.656599998,121,1331,24,108.6999969,somewhat free,0.271111786,0.178011999,0.116882678,NA,0,0.58,0,0,0,0,1,0,0,0.012258339,0,3,19.60000038,28,0.909983873,9.546813011,15.75839996,0.380827993,1,NA,1,0,0.4,-0.299999952,0.38952443,-0.065623343,-83.57324219,0.656599998,0.656599998,0.319024742,0,0,0,0,1,0,0,0,0,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.82,8.3586657,0,1,0,0,0,2003,4
530,33,173,173_2008,2008,NA,1,1,39813,51496,0.77312801,1.081389361,0.6224,0.1439,-0.2544,Reutov,173,2008,10,12,0.485873818,0,0.656599998,0.656599998,144,1728,24,110.5,somewhat not free,0.271111786,0.178011999,0.116882678,NA,0,0.455,0,0,0,0,1,0,0,0.012352306,0,3,19.60000038,33.40000153,0.909983873,9.787796021,15.75839996,0.298752993,1,NA,1,0,0.3,-1,0.65499717,0.26547274,53.61425781,0.656599998,0.656599998,0.319024742,0,0,0,0,1,1,0,0,1,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.86,8.3586657,0,1,0,0,0,2003,5
531,33,173,173_2011,2011,NA,2,1,28462,45004,0.632432673,0.771305454,0.4134,0.196,-0.1026,Reutov,173,2011,10,1,0.426707357,NA,NA,0.6566,1,1,24,NA,not free,0.405534595,NA,NA,0.850000024,1,0.233502538,0,0,0,0,0,0,1,0.013256733,0,3,19.60000038,35.59999847,0.909983873,10.37794399,NA,NA,NA,0,0,0,0.2,-1.600000143,0.69060272,-0.305672526,192.7685547,NA,NA,NA,0,0,0,0,1,1,1,0,0,1,-0.042181026,0.058784074,4,261,Non-ethnic,0.67,8.303097652,0,1,0,0,0,2011,0
531,33,173,173_2012,2012,NA,3,1,28980,47705,0.607483492,0.854362038,0.3995,0.4459,-0.1689,Reutov,173,2012,10,2,0.426707357,NA,NA,0.6566,4,8,24,NA,not free,0.405534595,NA,NA,0.850000024,1,NA,0,0,0,0,0,0,1,0.013256733,0,3,19.60000038,35.59999847,0.909983873,10.58065796,NA,NA,NA,0,0,0,NA,NA,0.467464149,-0.223138571,3508.415039,NA,NA,NA,0,0,0,0,1,1,1,1,1,1,1.267104512,0.216022003,4,261,Non-ethnic,0.64,8.303097652,0,1,0,0,0,2011,1
573,33,189,189_2003,2003,NA,0,0,3543,14437,0.245411096,0.241677083,0.1339,0.2368,0.0113,Troick,189,2003,10,7,NA,0,0.200200021,0.200200021,49,343,31,104.9000015,somewhat free,NA,NA,NA,NA,NA,0.51,0,0,1,0,0,0,0,0.012614345,0,3,19.60000038,24.79999924,0.909983873,8.519789696,6.2062006,0.102102011,1,NA,1,0,0.285714298,-1.199999809,1.98611486,-0.136089444,-56.34179688,0.200200021,0.200200021,NA,0,0,0,0,0,0,0,0,0,1,1.174284371,0.21411223,5,266.1,Non-ethnic,0.76,6.64346119,0,1,0,0,0,2003,0
574,33,189,189_2004,2004,NA,0,0,9101,14734,0.617686982,0.761507996,0.334,0.5493,-0.0738,Troick,189,2004,10,1,-0.014415672,0,0.68020004,0.68020004,1,1,31,112.1999969,somewhat free,NA,NA,NA,NA,NA,0.51,0,0,1,0,0,0,0,0.012526676,0,3,19.60000038,24.20000076,0.909983873,8.737612724,21.08620071,0.346902013,1,NA,0,0,0.285714298,0,3.561995268,1.575880408,87.05371094,0.68020004,0,-0.009805541,0,0,0,0,0,0,0,0,1,1,-1.872080245,-0.309802002,5,266.1,Non-ethnic,0.82,6.64346119,0,1,0,0,0,2004,0
574,33,189,189_2007,2007,NA,1,0,8779,17620,0.498240636,0.577503397,0.2921,0.5437,-0.0367,Troick,189,2007,10,4,0.334334046,0,0.68020004,0.68020004,16,64,24,108.6999969,somewhat free,0.065098017,0.044279676,0.030119037,0.291666657,0,0.58,0,0,0,0,1,0,0,0.012375019,0,3,19.60000038,28,0.909983873,9.340051651,16.32480049,0.394516021,1,NA,0,0,0.4,-0.299999952,0.842941523,-0.460337043,-872.5732422,0.68020004,0,0.227414027,0,0,0,0,1,0,0,0,0,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.82,8.3586657,0,1,0,0,0,2004,3
574,33,189,189_2008,2008,NA,1,0,11048,17504,0.631170018,0.830959131,0.3665,0.4937,-0.1168,Troick,189,2008,10,5,0.334334046,0,0.209899992,0.209899992,25,125,24,110.5,somewhat not free,0.065098017,0.013664073,0.002868089,0.291666657,0,0.455,0,0,0,0,1,0,0,0.012282679,0,3,19.60000038,33.40000153,0.909983873,9.498746872,5.037599564,0.095504493,1,NA,0,0,0.3,-1,0.749034643,-0.093906879,-1803.385742,0.209899992,0,0.070176713,0,0,0,0,1,1,0,0,1,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.86,8.3586657,0,1,0,0,0,2004,4
574,33,189,189_2011,2011,NA,2,0,3855,16737,0.230328016,0.383084198,0.1181,0.5415,-0.0714,Troick,189,2011,10,8,-0.048089389,0,0.209899992,0.209899992,64,512,24,NA,not free,0.065098017,0.013664073,0.002868089,0.333333343,0,0.233502538,0,0,0,0,0,0,1,0.011598546,0,3,19.60000038,35.59999847,0.909983873,9.791885376,5.037599564,0.04901218,1,NA,0,0,0.2,-1.600000143,2.456600666,0.733718872,210.96875,0.209899992,0,-0.010093962,0,0,0,0,1,1,1,0,0,1,-0.042181026,0.058784074,4,261,Non-ethnic,0.67,8.303097652,0,1,0,0,0,2004,7
572,33,189,189_2012,2012,NA,3,0,9653,19802,0.487476013,0.613657997,0.2919,0.5051,-0.0681,Troick,189,2012,10,1,NA,0,0.308099985,0.308099985,1,1,24,NA,not free,-0.057982236,-0.017864326,-0.005503999,0.333333343,0,NA,0,0,0,0,0,0,1,0.011598546,0,3,19.60000038,35.59999847,0.909983873,9.908326149,7.394399643,NA,0,NA,0,0,NA,NA,NA,NA,-1505.785156,0,0,NA,0,0,0,0,1,1,1,1,1,1,1.267104512,0.216022003,4,261,Non-ethnic,0.64,8.303097652,0,1,0,0,0,2012,0
587,33,195,195_2003,2003,2011,0,1,9908,27262,0.363436285,0.389029669,0.1787,0.1977,-0.0161,Lobnja,195,2003,10,3,0.209421337,0,NA,NA,9,27,31,104.9000015,somewhat free,NA,NA,NA,NA,NA,0.51,0,0,1,0,0,0,0,0.009849763,0,3,19.60000038,24.79999924,0.909983873,8.339022636,NA,NA,NA,NA,0,0,0.285714298,-1.199999809,1.370485306,0.64359802,-841.3417969,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,1.174284371,0.21411223,5,266.1,Non-ethnic,0.76,6.64346119,587,0,1,0,0,2003,0
587,33,195,195_2004,2004,2011,0,1,24559,32326,0.759729011,0.831503733,0.4396,0.2997,-0.0464,Lobnja,195,2004,10,4,0.209421337,0,NA,NA,16,64,31,112.1999969,somewhat free,NA,NA,NA,0.050000001,0,0.51,0,0,1,0,0,0,0,0.009900602,0,3,19.60000038,24.20000076,0.909983873,8.577346802,NA,NA,NA,NA,0,0,0.285714298,0,1.383224368,0.012739062,-6.946289063,NA,NA,NA,0,0,0,1,0,0,0,0,1,1,-1.872080245,-0.309802002,5,266.1,Non-ethnic,0.82,6.64346119,587,0,1,0,0,2003,1
587,33,195,195_2007,2007,2011,1,1,20020,33357,0.600173877,0.623552649,0.3328,0.4555,-0.0157,Lobnja,195,2007,10,7,0.492491513,0,0.472599983,0.472599983,49,343,24,108.6999969,somewhat free,0.349829346,0.165329337,0.078134642,0.050000001,0,0.58,0,0,0,0,1,0,0,0.010275525,0,3,19.60000038,28,0.909983873,9.131837845,11.3423996,0.274107993,1,NA,0,0,0.4,-0.299999952,0.618890226,-0.403885424,-1069.573242,0.472599983,0,0.232751474,0,0,0,1,1,0,0,0,0,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.82,8.3586657,587,0,1,0,0,2003,4
587,33,195,195_2008,2008,2011,1,1,23808,34914,0.681904107,0.744527555,0.4307,0.3189,-0.0429,Lobnja,195,2008,10,8,0.492491513,0,0.472599983,0.472599983,64,512,24,110.5,somewhat not free,0.349829346,0.165329337,0.078134642,0.050000001,0,0.455,0,0,0,0,1,0,0,0.010390162,0,3,19.60000038,33.40000153,0.909983873,9.313438416,11.3423996,0.215032995,1,NA,0,0,0.3,-1,3.458996534,2.840106249,-1920.385742,0.472599983,0,0.232751474,0,0,0,1,1,1,0,0,1,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.86,8.3586657,587,0,1,0,0,2003,5
587,33,195,195_2011,2011,2011,2,1,9296,30422,0.305568339,0.396993374,0.156,0.4502,-0.0505,Lobnja,195,2011,10,11,0.075795464,1,0.644500017,0.644500017,121,1331,24,NA,not free,0.349829346,0.225465015,0.145312206,0.666666687,1,0.233502538,0,0,0,0,0,0,1,0.011385406,0,3,19.60000038,35.59999847,0.909983873,10.93723392,15.46800041,0.150492385,0,NA,0,1,0.2,-1.600000143,0.387829453,-0.197355896,4787.568359,0,0,0.048850179,0,0,0,1,1,1,1,0,0,1,-0.042181026,0.058784074,4,261,Non-ethnic,0.67,8.303097652,587,0,1,0,0,2003,8
585,33,195,195_2012,2012,2011,2,1,21126,37554,0.562549928,0.61876686,0.3418,0.4349,-0.0364,Lobnja,195,2012,10,1,NA,NA,NA,0.6445,1,1,24,NA,not free,0.081669033,NA,NA,0.666666687,1,NA,0,0,0,0,0,0,1,0.011385406,0,3,19.60000038,35.59999847,0.909983873,11.12632179,NA,NA,NA,0,0,NA,NA,NA,0.300559074,-0.087270379,7989.613281,NA,NA,NA,0,0,0,1,1,1,1,1,1,1,1.267104512,0.216022003,4,261,Non-ethnic,0.64,8.303097652,587,0,1,1,0,2012,0
609,33,206,206_2003,2003,NA,0,0,10618,35317,0.300648413,0.263975493,0.1657,0.2223,0.0154,Dolgoprudnyj,206,2003,10,3,0.144164234,0,0.02,0.02,9,27,31,104.9000015,somewhat free,NA,NA,NA,NA,0,0.51,0,0,1,0,0,0,0,0.011466213,0,3,19.60000038,24.79999924,0.909983873,8.687948227,0.620000005,0.010199999,NA,NA,0,0,0.285714298,-1.199999809,1.744223595,-0.988393545,24.65820313,NA,0,0.002883285,0,0,0,0,0,0,0,0,0,1,1.174284371,0.21411223,5,266.1,Non-ethnic,0.76,6.64346119,0,1,0,0,0,2003,0
609,33,206,206_2004,2004,NA,0,0,22708,33537,0.677102901,0.716695473,0.3704,0.626,-0.0203,Dolgoprudnyj,206,2004,10,4,0.144164234,0,0.390799999,0.390799999,16,64,31,112.1999969,somewhat free,NA,NA,NA,NA,0,0.51,0,0,1,0,0,0,0,0.011636226,0,3,19.60000038,24.20000076,0.909983873,8.98919487,12.1147995,0.199307993,1,NA,0,0,0.285714298,0,0.544555485,-1.199668169,952.0537109,0.390799999,0,0.056339383,0,0,0,0,0,0,0,0,1,1,-1.872080245,-0.309802002,5,266.1,Non-ethnic,0.82,6.64346119,0,1,0,0,0,2003,1
609,33,206,206_2007,2007,NA,1,0,23742,40261,0.589702193,0.887015501,0.3571,0.5023,-0.191,Dolgoprudnyj,206,2007,10,7,0.465447307,0,0.390799999,0.390799999,49,343,24,108.6999969,somewhat free,0.14920485,0.058309257,0.022787258,NA,0,0.58,0,0,0,0,1,0,0,0.012082042,0,3,19.60000038,28,0.909983873,9.90807724,9.379199982,0.226664007,1,NA,0,0,0.4,-0.299999952,0.588350296,-0.010690451,2395.426758,0.390799999,0,0.181896806,0,0,0,0,1,0,0,0,0,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.82,8.3586657,0,1,0,0,0,2003,4
609,33,206,206_2008,2008,NA,1,0,34374,46559,0.738289053,0.909129341,0.5109,0.2274,-0.1316,Dolgoprudnyj,206,2008,10,8,0.465447307,0,0.390799999,0.390799999,64,512,24,110.5,somewhat not free,0.14920485,0.058309257,0.022787258,NA,NA,0.455,0,0,0,0,1,0,0,0.012289851,0,3,19.60000038,33.40000153,0.909983873,10.16612148,9.379199982,0.177814007,1,NA,0,0,0.3,-1,0.588747978,0.000397682,2153.614258,0.390799999,0,0.181896806,0,0,0,0,1,1,0,0,1,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.86,8.3586657,0,1,0,0,0,2003,5
609,33,206,206_2011,2011,NA,2,0,14776,38373,0.385062414,0.708367891,0.1952,0.2032,-0.1823,Dolgoprudnyj,206,2011,10,11,0.170861274,0,0.331799984,0.331799984,121,1331,24,NA,not free,0.186624438,0.061921984,0.020545713,0.472000003,1,0.233502538,0,0,0,0,0,0,1,0.01379248,0,3,19.60000038,35.59999847,0.909983873,10.47116184,7.963199615,0.077476136,0,NA,0,0,0.2,-1.600000143,0.436887294,-0.078612775,484.1689453,0,0,0.05669177,0,0,0,0,1,1,1,0,0,1,-0.042181026,0.058784074,4,261,Non-ethnic,0.67,8.303097652,0,1,0,0,0,2003,8
609,33,206,206_2012,2012,NA,3,0,25289,46154,0.547926507,0.730499916,0.326,0.5763,-0.1114,Dolgoprudnyj,206,2012,10,12,0.170861274,0,0.331799984,0.331799984,144,1728,24,NA,not free,0.186624438,0.061921984,0.020545713,0.472000003,1,NA,0,0,0,0,0,0,1,0.01379248,0,3,19.60000038,35.59999847,0.909983873,10.66588116,7.963199615,NA,0,NA,0,0,NA,NA,0.481857449,0.044970155,3870.014648,0,0,0.05669177,0,0,0,0,1,1,1,1,1,1,1.267104512,0.216022003,4,261,Non-ethnic,0.64,8.303097652,0,1,0,0,0,2003,9
NA,33,209,209_2003,2003,NA,0,0,30711,91173,0.336843144,0.327146298,0.1678,0.3721,0.0069,Noginsk,209,2003,10,NA,NA,0,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,NA,3,19.6,NA,0.9099,NA,NA,NA,NA,NA,0,NA,NA,NA,1.237854958,0.058547139,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1.174284371,0.21411223,5,266.1,Non-ethnic,0.76,6.64346119,0,1,0,0,0,2003,0
NA,33,209,209_2004,2004,NA,0,0,81566,111379,0.732328356,0.779250067,0.4552,0.4026,-0.0311,Noginsk,209,2004,10,NA,NA,0,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,NA,3,19.6,NA,0.9099,NA,NA,NA,NA,NA,0,NA,NA,NA,0.811015546,-0.426839411,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,-1.872080245,-0.309802002,5,266.1,Non-ethnic,0.82,6.64346119,0,1,0,0,0,2003,1
614,33,209,209_2007,2007,NA,1,0,105849,149722,0.706970252,0.922853773,0.61,-0.1741,-0.1862,Noginsk,209,2007,10,2,0.60262084,0,0.475700021,0.475700021,4,8,24,108.6999969,somewhat free,0.308219016,0.146619797,0.069747041,NA,NA,0.58,0,0,0,0,1,0,0,0.017385814,0,3,19.60000038,28,0.909983873,9.705524445,11.4168005,0.275906026,0,NA,0,0,0.4,-0.299999952,0.336834043,NA,1043.426758,0,0,0.286666751,0,0,0,0,1,0,0,0,0,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.82,8.3586657,0,1,0,0,0,2007,0
614,33,209,209_2008,2008,NA,1,0,106456,143555,0.741569433,0.875258481,0.6111,0.0678,-0.1153,Noginsk,209,2008,10,3,0.60262084,0,0.475700021,0.475700021,9,27,24,110.5,somewhat not free,0.308219016,0.146619797,0.069747041,NA,NA,0.455,0,0,0,0,1,0,0,0.017279183,0,3,19.60000038,33.40000153,0.909983873,9.938034058,11.4168005,0.216443509,0,NA,0,0,0.3,-1,1.09267056,0.755836487,533.6142578,0,0,0.286666751,0,0,0,0,1,1,0,0,1,1,-1.028120743,-0.059621816,4,268.3,Non-ethnic,0.86,8.3586657,0,1,0,0,0,2007,1
614,33,209,209_2011,2011,NA,2,0,22613,75569,0.299236459,0.441854907,0.125,0.3766,-0.0579,Noginsk,209,2011,10,6,0.058117516,0,0.647799969,0.647799969,36,216,24,NA,not free,0.041803665,0.027080413,0.017542691,1,1,0.233502538,0,0,0,0,0,0,1,0.01510801,0,3,19.60000038,35.59999847,0.909983873,10.20325851,15.54719925,0.151262939,0,NA,0,0,0.2,-1.600000143,NA,NA,-1098.03125,0,0,0.037648525,0,0,0,0,1,1,1,0,0,1,-0.042181026,0.058784074,4,261,Non-ethnic,0.67,8.303097652,0,1,0,0,0,2007,4
614,33,209,209_2012,2012,NA,3,0,58319,99444,0.586450666,0.847755124,0.3113,0.6203,-0.1475,Noginsk,209,2012,10,7,0.058117516,0,0.647799969,0.647799969,49,343,24,NA,not free,0.041803665,0.027080413,0.017542691,1,1,NA,0,0,0,0,0,0,1,0.01510801,0,3,19.60000038,35.59999847,0.909983873,10.33611393,15.54719925,NA,0,NA,0,0,NA,NA,0.79526782,NA,120.2148438,0,0,0.037648525,0,0,0,0,1,1,1,1,1,1,1.267104512,0.216022003,4,261,Non-ethnic,0.64,8.303097652,0,1,0,0,0,2007,5
NA,33,221,221_2003,2003,2006,0,1,NA,NA,0.318924368,0.496612997,NA,0.310330832,NA,Domodedovo,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,3,19.6,NA,0.9099,NA,NA,NA,NA,0,NA,0,NA,NA,1.360747218,-0.199934363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1.174284371,NA,5,266.1,Non-ethnic,0.76,NA,NA,NA,NA,NA,NA,NA,NA
NA,33,221,221_2004,2004,2006,0,1,NA,NA,0.718321993,0.619753682,NA,0.327181162,NA,Domodedovo,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012,NA,3,19.6,NA,0.9099,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1.872080245,NA,5,266.1,Non-ethnic,0.82,NA,NA,NA,NA,NA,NA,NA,NA
639,33,221,221_2007,2007,2006,0,1,NA,NA,0.618069269,0.814349655,NA,0.280266013,NA,Domodedovo,NA,NA,10,1,0.501015782,NA,NA,NA,1,1,24,108.6999969,somewhat free,0.342189431,NA,NA,0.360000014,0,0.58,0,0,0,0,1,0,0,0.012751339,0,3,19.60000038,28,0.909983873,9.937840462,NA,NA,NA,0,0,0,0,-0.299999952,0.452617228,-0.073213756,3995.426758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1.028120743,NA,4,268.3,Non-ethnic,0.82,NA,NA,NA,NA,NA,NA,2007,0
639,33,221,221_2008,2008,2006,0,1,NA,NA,0.683324841,0.787665612,NA,0.205001444,NA,Domodedovo,NA,NA,10,2,0.501015782,NA,NA,NA,4,8,24,110.5,somewhat not free,0.342189431,NA,NA,0.360000014,0,0.455,0,0,0,0,1,0,0,0.013177686,0,3,19.60000038,33.40000153,0.909983873,10.32554722,NA,NA,NA,0,0,0,0,-1,1.119465947,0.666848719,6041.614258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1.028120743,NA,4,268.3,Non-ethnic,0.86,NA,NA,NA,NA,NA,NA,2007,1
639,33,221,221_2011,2011,2006,0,1,NA,NA,0.32927282,0.472517012,NA,0.204396669,NA,Domodedovo,NA,NA,10,5,0.097891808,NA,NA,NA,25,125,24,NA,not free,0.096120983,NA,NA,0.360000014,0,0.233502538,0,0,0,0,0,0,1,0.014944627,0,3,19.60000038,35.59999847,0.909983873,10.64031696,NA,NA,NA,0,0,0,0,-1.600000143,0.472640097,-0.058138371,1809.96875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,-0.042181026,NA,4,261,Non-ethnic,0.67,NA,NA,NA,NA,NA,NA,2007,4
639,33,221,221_2012,2012,2006,0,1,NA,NA,0.562868155,0.695801262,NA,0.237831125,NA,Domodedovo,NA,NA,10,6,0.097891808,NA,NA,NA,36,216,24,NA,not free,0.096120983,NA,NA,0.416900009,0,NA,0,0,0,0,0,0,1,0.014944627,0,3,19.60000038,35.59999847,0.909983873,10.74121094,NA,NA,NA,0,0,0,0,NA,0.340449899,-0.132190198,721.2148438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1.267104512,NA,4,261,Non-ethnic,0.64,NA,NA,NA,NA,NA,NA,2007,5
228,34,78,78_2003,2003,2010,0,1,,,0.36172686,0.055922559,,0.254608864,,Murmansk,,,26,12,NA,0,0.805000007,0.805000007,144,1728,28,98,somewhat free,NA,NA,NA,NA,NA,0.71,0,0,1,0,0,0,0,0.371903896,0,3,13,21.20000076,0.852473974,8.512783051,22.54000092,0.571550012,NA,0,NA,1,0,-2.800000191,1.774239779,-0.360316753,-172.3417969,NA,0.805000007,NA,,,,,,,,,0,0,-1.664794195,,5,264.8,Non-ethnic,0.76,,,,,,,1999,4
227,34,78,78_2004,2004,2010,0,1,,,0.714763105,0.631727377,,0.190816188,,Murmansk,,,26,1,0.220834613,0,0.417400002,0.417400002,1,1,28,101.0999985,somewhat free,NA,NA,NA,NA,NA,0.62,0,0,1,0,0,0,0,0.370952308,0,3,13,19.89999962,0.852473974,8.725020409,11.68720055,0.25878799,1,0,NA,0,0,-0.100000381,1.7946316,0.020391822,44.05371094,0.417400002,0,0.09217637,,,,,,,,,1,0,-1.664794195,,5,264.8,Non-ethnic,0.82,,,,,,,2004,0
